rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,Financial Rating Letter Grade,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
760,04/04/1974,916,513,143,SEC13A,12/31/1997,F,0.8,0,"51,053",0,16,"63,556",0,0,0,0,0,"29,696","5,484","24,212",0,0,650,"24,557","24,557",0,4,4,0,"10,713","30,346",17,4,6,7,0,0,17,0,0,0,0,1.59,3,3,9,2,0,0,0
762,03/03/1977,837,36,109,S8NCON,12/31/1997,A,2.03,3.14,"1,163,790","167,487","20,503","480,088",0,"701,229","469,906","246,764",0,"131,056","28,997","102,059",0,0,"7,028","91,620","91,620",0,1,11,2,"27,711","138,084",145,145,0,0,0,145,0,0,0,15,0,1.14,0,124,21,0,0,0,0
763,5/22/1974,382,67,101,SEC13A,12/31/1997,A,1.14,1.3,"407,725","45,070","12,809","308,007",0,"180,447","205,585","67,310",0,"126,816","23,654","103,162",0,0,"4,698","97,970","97,970",0,1,7,2,"89,729","131,514",152,38,114,0,0,114,38,0,0,14,0,1.14,0,130,22,0,0,0,0
765,06/05/1974,728,148,155,SEC13A,12/31/1997,A,1.38,2.86,"382,730","44,104","5,741","241,582",0,"222,124","125,915","48,148",0,"81,420","9,509","71,911",0,0,"2,354","71,816","71,816",0,3,3,0,"609,840","83,774",90,23,67,0,0,13,77,0,0,4,0,1.64,0,54,20,10,6,0,0
766,12/05/1973,847,148,48,SEC13A,12/31/1997,A,1.05,3.4,"93,190",0,"5,050","83,936",0,"135,554","55,382","15,500",0,"22,070","4,219","17,851","1,200",0,0,"18,551","17,351","1,200",1,5,1,"8,612","23,270",31,9,22,0,0,0,31,0,0,0,0,0.94,14,9,4,4,0,0,0
767,7/24/1975,1175,147,154,SEC13A,12/31/1997,B,1.05,0.96,"79,641","4,794","3,703","68,043",0,"102,489","121,876","15,240",0,"35,446","4,633","30,813","5,140",0,0,"24,770","19,770","5,000",1,5,1,"17,400","40,586",31,8,23,0,0,31,0,0,0,0,0,1.06,0,29,2,0,0,0,0
769,3/29/1974,327,141,151,SEC13A,12/31/1997,C,0.54,1.86,"208,850","102,386","26,929","147,969",0,"190,916","157,325","34,024","20,637","60,000",0,"60,000",0,0,0,"53,200","53,200",0,4,3,0,0,"60,000",80,50,30,0,0,80,0,0,0,4,0,1.38,0,50,30,0,0,0,0
770,01/07/1974,207,85,44,SEC13A,12/31/1997,A,1.11,1.58,"689,621","157,504","12,335","467,450",0,"479,787","416,330","112,219",0,"250,362","38,579","211,783",0,0,0,"206,566","206,566",0,4,6,5,"379,997","250,362",284,84,155,45,0,244,40,0,0,21,0,1.05,19,233,31,1,0,0,0
771,02/11/1975,705,134,130,SEC13A,12/31/1997,B,1.11,0.82,"240,165","14,200","18,393","187,141",0,"125,814","206,365","52,213",0,"75,417","17,601","57,816",0,0,0,"58,240","58,240",0,1,5,2,"145,461","75,417",95,24,71,0,0,95,0,0,0,0,10,1.16,0,80,15,0,0,0,0
772,12/04/1974,224,93,140,TCRED4,12/31/1997,A,1.13,4.16,"258,812","58,179","10,496","167,568",0,"324,731","111,400","33,247",0,"76,300","18,300","58,000",0,0,0,"51,575","51,575",0,1,5,1,"43,044","76,300",80,76,0,4,0,80,0,0,0,0,0,1.09,0,73,7,0,0,0,0
774,11/19/1974,525,282,120,SEC13A,12/31/1997,A,1.15,1.03,"72,728","3,733","1,332","58,973",0,"61,647","74,182","14,163",0,"23,414","1,706","21,708","5,800","3,004","9,584","24,350","18,550","5,800",1,3,0,"18,562","41,802",29,8,21,0,0,0,29,0,0,0,0,1,0,29,0,0,0,0,0
775,12/04/1974,869,89,121,S8NCON,12/31/1997,A,1.34,6.94,"430,974","19,488","26,260","287,134",0,"235,627","349,381","315,437",0,"40,204","7,358","32,846",0,0,0,"32,760","32,760",0,1,3,0,"50,829","40,204",49,49,0,0,0,49,0,0,0,0,0,1.29,0,35,14,0,0,0,0
776,07/03/1974,817,148,155,S8SUBR,12/31/1997,B,0.91,4.84,"688,614","67,538","23,422","653,649",0,"526,634","108,896",0,0,"89,527","26,690","62,837",0,0,0,"90,800","90,800",0,3,5,1,"26,786","89,527",136,120,0,16,0,16,120,0,0,0,0,1.15,14,91,27,4,0,0,0
777,6/26/1974,732,104,156,SEC13A,12/31/1997,A,1.34,1.26,"415,666","77,959","9,937","245,424",0,"120,185","139,303","43,553",0,"90,417","15,704","74,713",0,0,0,"80,834","80,834",0,27,2,0,"303,178","90,417",112,28,56,28,0,112,0,0,0,6,0,1.2,0,90,22,0,0,0,0
778,4/15/1975,598,229,15,TCRED4,12/31/1997,B,1.11,0.49,"353,322","82,054","19,424","226,017",0,"96,586","250,441","54,279",0,"107,000",0,"107,000",0,0,0,"79,920","79,920",0,5,3,0,"98,600","107,000",120,30,78,12,0,120,0,0,0,13,0,1.4,0,72,48,0,0,0,0
779,5/15/1975,921,36,109,S8SUBR,12/31/1997,A,1.39,3.36,"1,303,011","227,851","29,142","754,704",0,"815,924","638,907","395,743",0,"188,200","23,680","164,520",0,0,0,"122,910","122,910",0,1,9,3,"50,827","188,200",193,193,0,0,0,193,0,0,0,0,0,0.84,51,121,21,0,0,0,0
780,09/09/1976,940,149,83,M2W,12/31/1997,A,1.16,2.76,"822,968","72,303","29,181","619,539",0,"973,472","461,948","109,117",0,"123,708",0,"123,708",0,"17,922",0,"118,800","118,800",0,20,2,0,0,"141,630",120,120,0,0,0,0,120,0,0,0,0,2.3,0,0,90,24,6,0,0
781,1/15/1975,858,228,51,SEC13A,12/31/1997,D,0.72,0.48,"198,982","68,683","6,585","172,094",0,"126,591","299,979","37,369",0,"110,184","25,852","84,332",0,"7,476","3,850","85,000","85,000",0,4,5,1,"44,462","121,510",96,24,72,0,0,0,96,0,0,0,0,1.45,5,63,11,14,3,0,0
783,02/11/1975,547,175,76,SEC13A,12/31/1997,A,1.08,1.3,"178,527","15,156","12,177","139,974",0,"76,986","100,125","33,073","7,665","62,450","10,137","52,313",0,"11,086","3,235","47,500","47,500",0,8,4,0,"59,639","76,771",45,22,23,0,0,0,45,0,0,0,0,2.76,2,0,11,28,2,2,0
784,11/19/1974,675,229,15,TCRED4,12/31/1997,A,1.72,1.07,"411,693","16,678","2,902","227,445",0,"148,143","183,978","45,127",0,"115,200","3,555","111,645",0,0,256,"82,300","82,300",0,10,2,0,"649,305","115,456",103,72,31,0,0,0,103,0,0,5,0,1.71,0,54,28,18,3,0,0
785,10/17/1974,1263,148,148,SEC13A,12/31/1997,A,1.05,2.46,"116,695","28,932","5,243","78,619",0,"80,034","48,359","15,803",0,"35,000",0,"35,000",0,0,0,"23,900","23,900",0,1,3,0,0,"35,000",34,7,27,0,0,0,34,0,0,0,0,1.35,0,22,12,0,0,0,0
786,1/15/1975,417,49,85,SEC13A,12/31/1997,C,0.61,2.17,"33,369","6,269","1,629","41,643",0,"51,132","31,885","8,371",0,"21,217","5,567","15,650","4,521",0,0,"20,871","16,350","4,521",1,4,1,"95,832","25,738",22,5,17,0,0,0,22,0,0,0,0,1.59,3,3,16,0,0,0,0
787,5/15/1975,397,133,21,SEC13A,12/31/1997,A,1,3.94,"294,701","56,670","30,413","208,103",0,"529,934","180,098","45,602",0,"87,750",0,"87,750",0,0,0,"65,010","65,010",0,8,2,0,"1,248,866","87,750",100,25,75,0,0,100,0,0,0,5,0,1.1,0,90,10,0,0,0,0
788,12/04/1974,60,319,65,SEC13A,12/31/1997,A,1.14,1.13,"208,071","22,351","3,071","160,843",0,"61,979","84,665","29,600",0,"59,642","6,454","53,188",0,0,550,"54,096","54,096",0,6,2,0,"368,887","60,192",61,0,60,0,1,0,61,0,0,0,0,1.92,0,24,22,11,4,0,0
789,5/15/1975,885,229,15,SEC236,12/31/1997,B,1.06,0.91,"654,239","187,217","23,419","417,228",0,"264,319","377,612","86,729",0,"121,497","6,059","115,438","1,700",0,0,"113,536","111,836","1,700",1,16,2,"10,142","123,197",162,161,1,0,0,162,0,0,0,14,0,1.01,0,161,1,0,0,0,0
790,9/15/1975,666,149,156,RAD,12/31/1997,B,1.02,0.87,"1,120,817","299,550","29,872","777,879",0,"563,401","830,906","186,812",0,"336,637","48,243","288,394",0,0,"10,724","264,038","264,038",0,7,6,6,"234,351","347,361",191,77,114,0,0,116,75,0,0,15,0,1.84,0,87,63,25,16,0,0
791,6/26/1975,1216,149,156,RAD,12/31/1997,A,1.16,1.93,"816,517","118,318","33,747","572,562",0,"460,156","376,006","137,504",0,0,0,0,0,0,0,"165,000","165,000",0,1,12,4,0,"228,985",250,250,0,0,0,250,0,0,0,13,0,1.2,0,200,50,0,0,0,0
792,10/17/1974,904,257,124,SEC236,12/31/1997,A,1.18,1.01,"832,951","300,671","27,851","429,096",0,"333,500","432,087","103,050",0,"132,448","21,363","111,085","1,165",0,"3,120","119,873","118,708","1,165",2,7,4,"59,923","136,733",181,95,86,0,0,89,92,0,0,9,0,1.27,0,144,27,8,2,0,0
793,09/09/1976,620,158,122,SEC13A,12/31/1997,A,1.13,1.42,"278,433","58,872","12,773","183,348",0,"236,902","197,939","31,603",0,"69,080",0,"69,080",0,0,0,"56,400","56,400",0,9,3,0,0,"69,080",50,20,10,20,0,0,50,0,0,0,0,2.98,0,0,17,17,16,0,0
794,01/11/1974,1032,223,82,MISC,12/31/1997,F,-0.04,0,184,0,414,"6,195",0,0,0,0,0,"8,000",0,"8,000",0,0,0,"8,000","8,000",0,1,2,0,"5,440","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
795,10/17/1974,753,229,15,SEC13A,12/31/1997,A,1.05,1.82,"894,633","140,641","42,178","674,779",0,"377,782","355,111","147,240",0,"223,115","1,578","221,537",0,0,0,"238,040","238,040",0,84,2,0,"890,802","223,115",270,68,202,0,0,0,270,0,0,0,0,1.82,0,112,102,48,8,0,0
796,4/15/1975,1108,229,15,TCRED4,12/31/1997,C,0.9,0.77,"70,522","15,280","3,168","57,658",0,"28,267","49,098","12,581",0,"22,584","4,396","18,188",0,0,0,"20,420","20,420",0,2,4,0,"10,869","22,584",28,20,8,0,0,0,28,0,0,0,0,1.46,2,11,15,0,0,0,0
797,4/15/1975,839,492,62,SEC13A,12/31/1997,B,2.08,0,"47,400",0,517,"22,580",0,0,0,0,0,"10,126","2,431","7,695",0,"1,820",0,"8,698","8,698",0,1,5,0,"2,279","11,946",10,3,0,7,0,0,10,0,0,0,0,1.9,0,1,9,0,0,0,0
798,6/15/1976,906,145,153,SEC13A,12/31/1997,B,1.75,0,"36,199",0,520,"20,363",0,0,0,0,0,"9,835","1,086","8,749",0,0,0,"8,749","8,749",0,1,5,0,"3,982","9,835",8,2,6,0,0,0,8,0,0,0,0,2.38,0,0,6,1,1,0,0
799,3/21/1978,238,230,9,S8SUBR,12/31/1997,A,0.99,1.42,"588,530","123,874","52,166","417,928",0,"277,738","274,365","78,909",0,"132,075","22,112","109,963",0,"1,820",0,"106,859","106,859",0,6,5,4,"126,531","133,895",130,130,0,0,0,93,37,0,0,8,0,1.81,0,77,24,6,23,0,0
800,04/01/1977,831,89,114,S8NCON,12/31/1997,A,1.76,2.91,"1,166,813","164,423","47,328","541,787",0,"637,592","395,926","176,971",0,"158,781","2,120","156,661","10,058",0,0,"115,599","106,048","9,551",1,14,2,0,"168,839",188,188,0,0,0,188,0,0,0,20,0,0.78,54,121,13,0,0,0,0
801,10/15/1975,483,66,8,S8SUBR,12/31/1997,A,2.27,2.58,"548,109","59,842","28,008","202,421",0,"349,090","346,168","211,075",0,"130,135",0,"130,135",0,0,0,"82,820","82,820",0,1,5,1,"202,004","130,135",109,81,28,0,0,109,0,0,0,11,0,1.11,0,97,12,0,0,0,0
802,8/13/1980,1284,148,111,S8NCON,12/31/1997,A,1.21,4.45,"885,398","122,734","16,549","616,645",0,"410,892","306,358","213,960",0,"108,411","16,827","91,584",0,0,360,"99,290","99,290",0,6,3,2,"1,104,682","108,771",130,129,0,1,0,79,51,0,0,15,0,1.65,0,58,60,12,0,0,0
803,6/26/1975,988,223,82,SEC13A,12/31/1997,A,1.1,1.76,"138,610",0,"1,555","125,043",0,"255,618","179,234","34,121",0,"50,487","9,279","41,208","1,500",0,"3,877","41,208","39,708","1,500",4,4,0,"42,167","55,864",49,13,36,0,0,0,49,0,0,9,0,1.69,0,24,17,7,1,0,0
804,04/02/1977,828,89,114,S8NCON,12/31/1997,A,1.9,3.47,"1,462,213","220,505","66,568","617,423",0,"860,496","434,574","186,747",0,"180,575","2,120","178,455","10,058",0,0,"131,415","121,864","9,551",1,16,2,"22,467","190,633",216,216,0,0,0,216,0,0,0,22,0,0.78,62,139,15,0,0,0,0
805,11/19/1974,723,80,39,SEC13A,12/31/1997,A,1.35,5.49,"886,745","301,938","43,553","401,267",0,"860,559","253,297","96,486",0,"173,237","12,164","161,073",0,344,"7,008","155,280","155,280",0,12,3,0,"633,834","180,589",176,44,88,44,0,0,176,0,0,0,0,1.75,0,84,60,24,8,0,0
806,7/21/1976,536,143,152,S8NCON,12/31/1997,B,0.93,2.17,"683,480","100,147","34,920","590,821",0,"426,101","510,662","314,229",0,"108,416",0,"108,416",0,0,0,"89,500","89,500",0,1,11,0,0,"108,416",130,129,0,1,0,129,1,0,0,7,0,1.15,0,110,20,0,0,0,0
808,5/15/1975,194,229,15,M2WDEC,12/31/1997,A,1.01,1.24,"417,134","74,751","5,674","332,831",0,"217,846","248,649","72,620",0,"104,521","24,493","80,028",0,"8,269",0,"84,900","84,900",0,1,10,2,"75,702","112,790",130,52,78,0,0,130,0,0,0,13,0,1,10,110,10,0,0,0,0
809,5/15/1975,1022,93,140,S8SUBR,12/31/1997,A,1.18,1.07,"927,221","195,254","42,139","582,869",0,"490,195","613,311","154,122",0,"241,320","36,597","204,723","1,859","26,611","5,774","184,219","182,360","1,859",17,3,3,"153,184","275,564",220,156,0,64,0,0,220,0,0,0,0,1.81,0,95,99,10,5,11,0
810,3/21/1978,7,36,109,S8NCON,12/31/1997,A,1.78,11.87,"543,445","36,829","11,473","278,619",0,"412,270","87,332","52,606",0,"92,998","17,000","75,998",0,0,0,"76,280","76,280",0,6,2,0,"273,252","92,998",100,100,0,0,0,100,0,0,0,10,1,1.2,0,80,20,0,0,0,0
811,8/29/1978,862,122,50,S8NCON,12/31/1997,A,1.28,3.39,"622,679","60,215","12,451","429,100",0,"582,040","278,902","107,405",0,"74,718","11,472","63,246",0,0,"2,574","57,230","57,230",0,1,4,1,"39,750","77,292",87,87,0,0,0,87,0,0,0,5,0,1.05,0,83,4,0,0,0,0
812,9/15/1975,237,122,50,S8NCON,12/31/1997,A,1.16,3.21,"528,039","29,905","22,582","408,816",0,"448,656","342,322","202,374",0,"76,407","16,233","60,174",0,0,0,"61,000","61,000",0,1,6,2,"44,600","76,407",90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
813,09/09/1976,175,80,39,SEC13A,12/31/1997,A,1.32,4.06,"2,351,107","110,147","69,863","1,644,892",0,"1,891,208","763,415","297,955",0,"513,771","6,114","507,657",0,0,0,"443,976","443,976",0,43,4,2,"2,281,523","513,771",441,166,275,0,0,0,441,0,0,22,0,1.96,0,188,124,89,40,0,0
814,4/15/1975,844,122,16,SEC13A,12/31/1997,B,1.03,0.61,"641,273","184,167","38,685","406,160",0,"342,736","658,745","97,542",0,"183,277","17,631","165,646","13,444",0,0,"114,444","101,000","13,444",1,7,2,"30,955","196,721",122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0
816,7/21/1976,182,85,44,S8SUBR,12/31/1997,A,1.28,3.64,"1,242,980","104,106","22,257","871,204",0,"564,790","544,373","389,297",0,"197,087","56,049","141,038",0,0,0,"132,150","132,150",0,1,8,3,"129,506","197,087",183,183,0,0,0,183,0,0,0,9,0,1.24,0,139,44,0,0,0,0
817,1/13/1977,797,103,72,S8NCON,12/31/1997,A,1.06,3.41,"820,545","94,322","78,109","610,186",0,"1,663,555","602,980","114,598",0,"177,023","39,926","137,097",0,0,"3,444","136,828","136,828",0,2,8,4,"131,017","180,467",209,209,0,0,0,209,0,0,0,21,0,1.1,0,189,20,0,0,0,0
818,7/21/1976,547,175,76,S8SUBR,12/31/1997,A,1.33,2.72,"345,435","10,133","15,001","241,112",0,"249,688","217,179","125,377",0,"56,065","14,124","41,941",0,0,0,"39,950","39,950",0,1,6,1,"11,186","56,065",61,61,0,0,0,6,55,0,0,3,0,1,6,49,6,0,0,0,0
823,6/15/1976,899,175,71,S8SUBR,12/31/1997,F,0.89,0.83,"118,177","5,325","8,265","91,163","25,886","91,820","134,956","24,777",0,"40,806",0,"40,806","3,500",0,272,"32,941","30,641","2,300",8,4,0,"14,759","44,578",36,36,0,0,0,0,36,0,0,1,0,2,0,18,6,6,6,0,0
824,7/24/1975,1123,232,5,SEC13A,12/31/1997,A,1.45,1.26,"508,743","15,606","11,665","331,647",0,"223,697","250,965","73,000",0,"119,832","27,257","92,575","4,700",0,0,"108,350","103,650","4,700",2,8,2,"65,255","124,532",147,37,110,0,0,147,0,0,0,6,0,1.12,0,130,17,0,0,0,0
826,6/15/1976,1261,80,39,S8NCON,12/31/1997,A,1.97,18.06,"369,384",0,"29,261","172,353",0,"1,230,985","105,583","37,425",0,"64,507","12,365","52,142",0,0,0,"54,000","54,000",0,2,4,2,"90,172","64,507",87,87,0,0,0,87,0,0,0,5,0,1.1,0,78,9,0,0,0,0
827,02/06/1979,242,130,22,S8NCON,12/31/1997,A,1.79,14.73,"1,238,086","260,876","68,059","506,856",0,"2,914,286","386,384","188,513",0,"135,699","30,902","104,797",0,0,0,"104,585","104,585",0,4,8,4,"104,642","135,699",151,150,0,0,1,134,16,0,1,13,0,1.43,0,114,21,4,12,0,0
828,6/15/1976,1269,89,121,S8SUBR,12/31/1997,A,1.3,2.43,"351,816","64,908","14,566","209,484",0,"99,739","81,233","40,227",0,"61,827","11,803","50,024",0,"6,305",0,"40,500","40,500",0,3,5,1,"103,237","68,132",55,55,0,0,0,0,55,0,0,3,0,1.35,0,36,19,0,0,0,0
831,03/10/1978,765,147,154,S8NCON,12/31/1997,A,1.09,4.45,"1,298,873","210,412","41,454","957,785",0,"996,195","598,665","375,041",0,"156,000","4,800","151,200",0,0,0,"131,900","131,900",0,9,3,2,"499,241","156,000",164,164,0,0,0,124,40,0,0,15,0,1.49,0,104,40,20,0,0,0
832,07/09/1979,987,257,124,S8NCON,12/31/1997,A,1.22,1.96,"792,122","86,226","5,026","574,084",0,"954,707","584,401","97,171",0,"144,127","3,069","141,058","1,824",0,0,"145,909","143,498","2,411",1,7,2,"92,802","145,951",161,161,0,0,0,155,6,0,0,16,0,1.07,0,155,0,6,0,0,0
833,03/03/1978,861,228,51,S8SUBR,12/31/1997,A,1.33,3.66,"91,655","23,730","2,093","49,633",0,"157,756","52,519","9,445",0,"18,587",0,"18,587","4,143",0,0,"16,613","12,470","4,143",1,3,0,"16,265","22,730",17,17,0,0,0,17,0,0,0,0,0,1.24,3,7,7,0,0,0,0
834,3/21/1978,391,257,124,S8NCON,12/31/1997,A,1.48,3.93,"779,371",0,"39,252","501,185",0,"657,018","263,251","95,910",0,0,0,0,0,0,0,"173,380","173,380",0,31,2,0,"2,112,660","205,173",200,200,0,0,0,112,88,0,0,20,0,1.64,0,112,56,23,9,0,0
835,3/21/1978,836,64,135,S8SUBR,12/31/1997,A,1.75,2.37,"513,301","55,124","4,495","259,029",0,"564,985","287,384","48,934",0,"68,975","1,100","67,875","5,625",0,0,"59,510","53,910","5,600",1,7,2,"24,185","74,600",64,64,0,0,0,23,41,0,0,4,0,1.53,0,32,30,2,0,0,0
836,9/15/1975,218,229,15,TCRED4,12/31/1997,B,1.08,0.98,"318,532","52,259","13,912","232,601",0,"116,202","174,453","55,861",0,0,0,0,0,0,0,"60,000","60,000",0,1,7,2,"23,573","97,020",100,83,17,0,0,100,0,0,0,5,0,1.01,0,99,1,0,0,0,0
838,8/27/1979,511,138,8,S8NCON,12/31/1997,A,1.14,3.24,"1,368,201","66,659","27,346","1,116,122",0,"545,789","732,065","563,777",0,"181,983","34,792","147,191",0,0,"8,071","143,800","143,800",0,8,5,3,"510,958","190,054",194,194,0,0,0,117,77,0,0,12,0,1.45,0,128,50,10,6,0,0
840,11/20/1979,999,152,74,S8NCON,12/31/1997,A,1.19,1.36,"381,742","29,252","11,362","285,536",0,"238,862","221,726","45,664",0,"78,084","13,134","64,950",0,0,"3,451","60,831","60,831",0,4,2,1,"95,289","81,535",73,73,0,0,0,0,73,0,0,3,0,1.77,0,29,34,8,2,0,0
841,4/15/1977,371,67,101,S8NCON,12/31/1997,A,1.48,11.41,"563,998","13,246","39,030","344,786",0,"1,421,280","287,558","162,944",0,0,0,0,0,0,0,"59,476","59,476",0,1,7,2,"96,900","89,390",96,95,0,1,0,95,1,0,0,6,0,1.27,0,70,26,0,0,0,0
842,9/15/1975,703,148,155,SEC13A,12/31/1997,A,1.18,3.07,"81,028","18,884","2,562","50,549",0,"42,628","24,516","10,611",0,"18,334",0,"18,334",0,0,0,"17,603","17,603",0,3,2,0,"44,556","18,334",12,3,9,0,0,0,12,0,0,0,0,3.25,0,0,0,9,3,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/1997,A,1.17,2.25,"1,365,115","25,350","59,598","1,096,729",0,"562,172","748,541","100,600","398,065",0,0,0,0,0,0,"110,130","110,130",0,2,9,4,"77,400","160,080",198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/1997,A,1.17,3.95,"903,520","35,091","19,500","725,500",0,"385,065","490,131","392,531",0,0,0,0,0,0,0,"92,355","92,355",0,2,5,4,"158,463","135,800",125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/1997,A,1.33,10.51,"602,775","15,017","10,015","433,677",0,"286,706","221,150","193,860",0,0,0,0,0,0,0,"77,616","77,616",0,1,2,0,"514,008","101,096",120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
852,12/21/1979,187,257,124,S8SUBR,12/31/1997,A,1.07,5.9,"694,205","80,208","27,288","549,590",0,"409,080","326,308","256,936",0,"61,738","3,424","58,314","6,185",0,0,"46,449","40,742","5,707",1,6,2,"13,534","67,923",70,70,0,0,0,70,0,0,0,7,0,1.07,0,65,5,0,0,0,0
853,9/24/1979,407,159,73,S8NCON,12/31/1997,A,1.49,8.09,"525,644",0,"58,729","312,346",0,"1,300,331","214,662","53,907",0,"84,941","14,204","70,737",0,0,"5,743","68,072","68,072",0,1,6,2,"71,952","90,684",100,100,0,0,0,81,19,0,0,10,0,1.3,0,76,18,6,0,0,0
855,4/27/1982,428,67,101,S8SUBR,12/31/1997,A,1.22,2.7,"733,982","41,355","21,457","549,290",0,"463,377","268,148","96,269",0,"86,054","1,234","84,820",0,0,0,"52,229","52,229",0,5,4,1,"162,493","86,054",86,85,0,1,0,80,6,0,0,7,0,1.17,5,67,8,6,0,0,0
856,7/19/1979,820,257,124,S8SUBR,12/31/1997,A,1.65,3.65,"1,065,319","117,211","21,442","562,261",0,"1,210,653","530,804","199,034",0,0,0,0,0,0,0,"123,250","123,250",0,6,6,4,"54,491","185,970",183,183,0,0,0,22,161,0,0,9,0,1.03,18,141,24,0,0,0,0
857,9/27/1979,517,229,15,S8SUBR,12/31/1997,A,1.22,4.44,"651,462","58,114","26,360","463,827",0,"383,251","262,474","176,119",0,0,0,0,0,0,0,"64,300","64,300",0,1,4,1,"123,295","90,221",94,93,0,0,1,91,3,0,0,10,0,1.15,0,83,8,3,0,0,0
859,07/02/1985,220,122,50,SOFT,12/31/1997,A,1.16,2.59,"914,454","74,817","6,071","718,363",0,"428,101","271,677","106,544",0,"128,476","2,065","126,411",0,0,0,"82,443","82,443",0,1,7,2,"46,564","128,476",99,25,0,74,0,0,99,0,0,5,0,1.76,0,24,75,0,0,0,0
862,9/20/1979,111,83,75,S8SUBR,12/31/1997,A,1.91,9.1,"643,905","46,063","26,207","298,546",0,"910,915","151,252","51,174",0,"78,052","16,110","61,942","14,950","1,806",0,"73,895","58,945","14,950",1,6,1,"33,178","94,808",85,85,0,0,0,85,0,0,0,9,0,1,6,73,6,0,0,0,0
864,07/09/1979,687,104,77,S8NCON,12/31/1997,A,1.06,2.93,"413,286","12,570","9,222","369,342",0,"127,054","251,271","207,973",0,0,0,0,0,0,0,"35,268","35,268",0,9,2,0,"118,483","46,728",56,56,0,0,0,56,0,0,0,6,0,1.18,0,46,10,0,0,0,0
865,9/25/1984,730,229,77,SOFT,12/31/1997,C,0.99,0.65,"686,013","41,135","12,302","638,082",0,"87,216","231,746","97,742",0,"93,598","14,464","79,134",0,0,"3,732","75,196","75,196",0,3,6,2,"435,600","97,330",100,25,0,75,0,0,100,0,0,5,0,1.41,0,68,23,9,0,0,0
866,2/23/1979,670,148,111,S8NCON,12/31/1997,A,1.29,4.1,"373,073",0,"9,656","281,877",0,"166,763","193,398","152,729",0,"60,420","4,190","56,230",0,0,0,"43,360","43,360",0,3,3,0,0,"60,420",61,60,0,0,1,42,19,0,0,6,0,1.31,0,42,19,0,0,0,0
868,10/18/1982,124,48,95,S8SUBR,12/31/1997,A,1.09,3.78,"179,299","4,878","3,574","156,314",0,"33,870","34,304","25,351",0,"22,510","5,554","16,956",0,0,0,"17,082","17,082",0,1,4,1,"28,364","22,510",30,30,0,0,0,30,0,0,0,2,0,1.07,0,28,2,0,0,0,0
869,08/11/1982,398,257,124,S8NCON,12/31/1997,A,1.15,4.79,"940,627",0,"42,084","781,401",0,"501,703","234,070","129,390",0,"119,043","15,846","103,197",0,0,"2,779","101,635","101,635",0,10,2,0,"1,742,400","121,822",136,136,0,0,0,102,34,0,0,10,0,1.63,0,70,46,20,0,0,0
871,9/28/1979,499,148,111,S8NCON,12/31/1997,A,1.19,1.97,"759,234",0,"8,681","632,093",0,"399,099","525,926","323,270",0,0,0,0,0,0,0,"83,590","83,590",0,4,3,0,"687,507","101,672",114,113,0,0,1,114,0,0,0,6,0,1.26,0,84,30,0,0,0,0
872,03/11/1981,769,148,111,S8NCON,12/31/1997,A,1.2,3.58,"1,078,651",0,"21,972","880,163",0,"512,508","506,887","363,587",0,"131,894","3,860","128,034",0,0,0,"91,262","91,262",0,2,5,2,"483,080","131,894",130,130,0,0,0,130,0,0,0,12,0,1.29,0,92,38,0,0,0,0
